	blood_group	job	sex	name	company	race	ssn	birthdate	current_location
2793	O-	Psychotherapist, dance movement	F	Lisa Smith	Pacheco LLC	White	096-70-7990	21 Jan 1956	(Decimal('-72.812252'), Decimal('146.594980'))
2794	AB+	Contractor	M	Darren Carter	Benson-Hernandez	White	808-13-2308	1954/03/04	(Decimal('8.601549'), Decimal('74.576572'))
2795	B-	Oceanographer	F	Megan Gaines	Gregory-Gilmore	Indian	226-88-7876	02/21/2018, 00:00:00	(Decimal('4.890389'), Decimal('-88.175598'))
2796	A-	Chartered accountant	F	Sydney Payne	Dixon, Rivas and Rivas	black	694-21-1523	29 Mar 1937	(Decimal('-38.4893485'), Decimal('-153.674942'))
2797	O-	Fine artist	F	Lisa Wagner	Gross Inc	White	150-71-1480	1961-11-03	(Decimal('-85.0577385'), Decimal('-45.359469'))
2798	A-	Scientist, biomedical	M	Justin Evans	Brown-Weaver	White	665-19-5472	08 Sep 1960	(Decimal('18.8689025'), Decimal('3.672855'))
2799	B-	Youth worker	M	Keith Strong	King-Butler	White	845-03-7709	04/13/1973, 00:00:00	(Decimal('-21.463249'), Decimal('-16.972359'))
2800	A+	Presenter, broadcasting	M	Douglas Pratt	York, Mitchell and Johnson	Black	644-20-9987	2009/06/18	(Decimal('-57.6790445'), Decimal('165.543797'))
2801	A-	Horticultural consultant	F	Amanda Ramirez	Olson, Morris and Miller	Asian	848-26-5353	1974/04/29	(Decimal('87.510031'), Decimal('-128.382153'))
2802	B+	Geochemist	M	Patrick Harris	Galloway, Duran and Burgess	White	396-53-0662	24 Sep 1935	(Decimal('-40.592436'), Decimal('-77.282250'))
2803	A+	Scientist, audiological	M	Victor Price	Casey-Brown	White	043-58-3884	1951/09/19	(Decimal('16.2542755'), Decimal('121.583796'))
2804	A-	Nutritional therapist	F	Colleen Harrison	Patel, Swanson and Hammond	Indian	708-43-1104	23 Oct 2005	(Decimal('61.6671225'), Decimal('-53.916060'))
2805	O+	Medical sales representative	F	Mrs. Katelyn Murphy MD	Wallace-Serrano	White	087-03-6512	05/16/2014, 00:00:00	(Decimal('-80.5389565'), Decimal('108.598923'))
2806	O+	Clothing/textile technologist	F	Roberta Conrad	Fisher-Bailey	White	039-77-4687	08 Nov 2000	(Decimal('-43.443833'), Decimal('136.618862'))
2807	A+	Contractor	F	Barbara Rodriguez	Gonzalez LLC	White	449-81-7714	1923-12-19	(Decimal('-59.958815'), Decimal('-30.075806'))
2808	O-	Production manager	M	James Leblanc	Carter, Hebert and Webb	White	426-24-6189	13 Sep 1960	(Decimal('17.158105'), Decimal('79.567724'))
2809	B+	Dancer	M	Matthew Davis	Burns, Shelton and Daniel	Asian	006-63-7533	12/07/1948, 00:00:00	(Decimal('-12.7608905'), Decimal('145.284793'))
2810	A+	Materials engineer	M	Dennis Melendez	Perez Ltd	White	800-94-8515	19 Jun 1924	(Decimal('49.982791'), Decimal('-32.630702'))
2811	A-	Industrial buyer	F	Danielle Brown	Crane and Sons	Indian	219-20-1615	12/28/1918, 00:00:00	(Decimal('80.223678'), Decimal('137.896359'))
2812	AB-	Teacher, early years/pre	M	Christopher Brown	Lewis, Robinson and White	White	392-21-8227	1946/03/27	(Decimal('-37.492697'), Decimal('94.033148'))
2813	AB-	Ranger/warden	M	James Ford	Brown-Harris	Hawaiian	209-70-6072	1915-12-29	(Decimal('-81.3237945'), Decimal('-149.568791'))
2814	B+	Recycling officer	M	Vernon Haynes	Boone-Ingram	White	054-99-0821	11/03/1980, 00:00:00	(Decimal('-58.8811975'), Decimal('39.151587'))
2815	O-	Diplomatic Services operational officer	F	Misty Dominguez	Avila and Sons	Indian	296-45-4760	1965-05-31	(Decimal('44.3771665'), Decimal('168.486010'))
2816	B-	Corporate treasurer	M	Earl Martinez	Davis Ltd	Black	603-44-8011	09/09/2011, 00:00:00	(Decimal('-51.1651915'), Decimal('6.946947'))
2817	B-	Investment banker, corporate	F	Jennifer Walsh	Morales and Sons	Black	229-05-6218	15 Nov 1968	(Decimal('-22.4596335'), Decimal('-151.094031'))
2818	B+	Learning mentor	M	Dustin Stevens	Simmons Group	White	289-94-2197	02/12/1946, 00:00:00	(Decimal('4.174384'), Decimal('-106.120409'))
2819	AB+	Herpetologist	F	Sharon Smith	Phillips, Gonzalez and Gibbs	White	733-39-4359	25 Dec 1994	(Decimal('-26.9211375'), Decimal('-8.754875'))
2820	AB-	Recruitment consultant	M	John Best	Thompson LLC	White	114-91-5490	1960-06-23	(Decimal('76.728763'), Decimal('146.127872'))
2821	AB+	Restaurant manager, fast food	F	Melissa Miller	Medina, Patterson and Austin	White	263-57-9622	2018/02/18	(Decimal('-34.088850'), Decimal('142.480116'))
2822	AB-	Paramedic	M	Maurice Madden	Mcclain-Taylor	White	753-46-2747	1996-04-30	(Decimal('7.0986525'), Decimal('28.824487'))
2823	O-	Hydrogeologist	F	Pamela Booth	Gregory-Jackson	White	467-41-7339	11/12/1950, 00:00:00	(Decimal('0.851741'), Decimal('-48.081290'))
2824	B+	Market researcher	M	Brett Farrell	Friedman-Jackson	Asian	080-92-6172	1961-09-26	(Decimal('-16.300715'), Decimal('-149.721497'))
2825	O+	Sports development officer	M	Tony Craig	Evans, Jones and Miller	Black	020-50-5004	2020-09-21	(Decimal('-23.671902'), Decimal('-113.439914'))
2826	AB+	Private music teacher	F	Paula Gomez	Odonnell, Potter and Brown	Black	029-73-0600	1953/04/17	(Decimal('24.502595'), Decimal('-64.081574'))
2827	A-	Physiotherapist	M	Christopher Jackson	Barton LLC	White	020-67-1592	2016-09-05	(Decimal('33.132280'), Decimal('-52.091739'))
2828	B-	Paramedic	F	Amy Rogers	Strickland LLC	black	208-37-7882	2004/01/20	(Decimal('-78.5066815'), Decimal('-88.253936'))
2829	A-	Nurse, mental health	M	Eric Bowen	Turner LLC	White	428-49-9552	07 May 1930	(Decimal('15.5310465'), Decimal('95.476820'))
2830	B-	Theme park manager	M	Joseph Kelly	Ferguson-Snow	White	404-30-4798	01/06/1922, 00:00:00	(Decimal('29.2155035'), Decimal('-32.057429'))
2831	O+	Engineer, communications	F	Susan Moore	Campbell-Torres	black	311-24-7899	04/26/1957, 00:00:00	(Decimal('-82.992933'), Decimal('73.453441'))
2832	B-	Advice worker	M	Matthew Sanchez	Monroe, Miller and Serrano	White	860-50-2985	08 Dec 1946	(Decimal('35.6765905'), Decimal('2.158619'))
2833	O+	Tax adviser	F	Lisa Leonard	Perez-Rodriguez	Hawaiian	697-38-9114	2019/09/16	(Decimal('87.4130205'), Decimal('-30.379301'))
2834	AB-	Meteorologist	F	Barbara Harris	Anderson and Sons	Indian	215-24-1172	02/24/2003, 00:00:00	(Decimal('5.9564225'), Decimal('-179.323934'))
2835	A-	Advertising copywriter	M	Eric Mullins	Romero, May and Johnson	Asian	360-15-9117	1970-08-25	(Decimal('-73.1456735'), Decimal('-56.391458'))
2836	AB-	Civil Service administrator	F	Dawn Pierce	Spencer-Fisher	White	062-69-8280	28 Jul 1967	(Decimal('-3.587325'), Decimal('-133.982018'))
2837	AB+	Claims inspector/assessor	M	Matthew Jensen	Thomas, Walker and Peterson	Black	633-83-5048	15 Jul 1974	(Decimal('-5.9387595'), Decimal('106.979556'))
2838	B-	Insurance claims handler	M	Russell Blair	Zimmerman LLC	White	477-42-9117	1973/11/30	(Decimal('26.8441445'), Decimal('50.628875'))
2839	A-	Scientist, product/process development	M	Eric Morales	Lowery Group	Asian	865-66-3800	2010/09/27	(Decimal('77.117272'), Decimal('-0.091079'))
2840	A+	Optician, dispensing	M	Corey Green	Henry-Glover	Black	180-49-2718	12/16/1935, 00:00:00	(Decimal('66.248769'), Decimal('154.211857'))
2841	A-	Hydrologist	F	Michelle Dickerson	Carroll Ltd	Indian	632-37-5717	1927-09-26	(Decimal('27.4555085'), Decimal('-99.622951'))
2842	B-	Product manager	M	Daniel Reyes	Roberts LLC	White	256-33-9173	04/19/2016, 00:00:00	(Decimal('46.2083165'), Decimal('-136.144484'))
2843	B-	Tax adviser	M	Michael Nichols	Brown PLC	White	260-57-6625	1953/02/27	(Decimal('54.555500'), Decimal('-100.767033'))
2844	O-	Commercial/residential surveyor	M	Kevin Madden	Lloyd, Cherry and Russell	White	011-47-7575	1927-02-21	(Decimal('86.368945'), Decimal('171.418477'))
2845	AB-	Nurse, learning disability	F	Ashley Gray	Clark Ltd	White	744-68-8724	2018-11-16	(Decimal('-48.996953'), Decimal('-61.042835'))
2846	B+	Clinical embryologist	F	Jessica Small	Bridges-Kelly	White	218-48-2157	10/15/1956, 00:00:00	(Decimal('-4.985087'), Decimal('-54.346592'))
2847	B+	Careers information officer	M	Matthew Peters	Nelson and Sons	White	008-66-6362	1961-08-10	(Decimal('-68.5998485'), Decimal('49.141826'))
2848	O-	Food technologist	F	Emma Gomez	Kim LLC	White	014-09-4971	2014-06-05	(Decimal('12.0576735'), Decimal('70.341228'))
2849	AB-	Research scientist (medical)	M	James Johnson	Hall Ltd	Asian	872-04-3618	16 May 1923	(Decimal('-25.1685165'), Decimal('24.987988'))
2850	O-	Art therapist	F	Andrea Newman	Mueller, Clark and Smith	White	670-94-2707	2017/04/06	(Decimal('52.2452865'), Decimal('-0.987324'))
2851	AB+	Fast food restaurant manager	M	Timothy Mendez	Patton PLC	Black	874-50-7208	1988-04-26	(Decimal('89.0441725'), Decimal('-3.904143'))
2852	AB+	Chief of Staff	M	Dylan Larson	Davis-Garcia	White	743-57-7579	1986-07-19	(Decimal('45.3618335'), Decimal('128.973349'))
2853	O-	Glass blower/designer	M	David Cox	Schneider Group	White	252-26-5380	01/06/1913, 00:00:00	(Decimal('89.521527'), Decimal('115.537518'))
2854	O-	Seismic interpreter	M	Kevin Morgan	Edwards-Rodriguez	Asian	640-11-5425	02/27/1987, 00:00:00	(Decimal('-17.361728'), Decimal('-108.245478'))
2855	O+	Psychotherapist, dance movement	M	Patrick Robinson	Wong-Coleman	Black	869-87-2052	09/17/1926, 00:00:00	(Decimal('-65.597843'), Decimal('-85.135516'))
2856	AB+	Retail banker	F	Jennifer Mora	Lowery Group	White	207-07-7232	1991-01-16	(Decimal('-11.169004'), Decimal('-31.031947'))
2857	B-	Occupational hygienist	F	Amber Harris	Ball Ltd	White	043-62-3826	08/01/1952, 00:00:00	(Decimal('58.8282415'), Decimal('-44.773009'))
2858	O-	Fashion designer	F	Bianca Allen	Lee Group	Black	010-42-7313	1950/12/22	(Decimal('65.1365235'), Decimal('-51.409237'))
2859	A-	Designer, textile	M	Mark Johnson	Roach Ltd	Black	660-60-0083	1977-05-30	(Decimal('-84.904897'), Decimal('163.649215'))
2860	AB+	Teacher, special educational needs	F	Lisa Lee	Andrews, Blackburn and Williams	White	173-42-6578	2014/11/16	(Decimal('-3.487488'), Decimal('171.947654'))
2861	A+	Amenity horticulturist	F	Kristina Hardin	Reed-Snow	Hawaiian	254-97-5982	1924-08-12	(Decimal('28.531859'), Decimal('-1.654092'))
2862	O+	Artist	M	Kevin Acevedo	Williamson LLC	White	194-08-1503	06/13/2009, 00:00:00	(Decimal('71.376867'), Decimal('-117.796949'))
2863	A-	Chemist, analytical	F	Mary Mcgee	Bauer Inc	White	567-53-8584	1944/09/27	(Decimal('19.8664375'), Decimal('134.586658'))
2864	B-	Fine artist	F	Kristen Rice	Daniels Ltd	Asian	047-57-7764	04/01/1962, 00:00:00	(Decimal('-65.1520265'), Decimal('-116.012241'))
2865	A-	Social researcher	F	Alicia Mccoy	Orr Inc	White	472-10-2646	10 Jul 1919	(Decimal('-72.693280'), Decimal('12.182798'))
2866	A-	Translator	F	Heidi Torres	Alexander, Garza and Carroll	White	414-88-6495	1980-02-21	(Decimal('14.0415085'), Decimal('149.362817'))
2867	O-	Scientist, research (maths)	F	Jill Murray	Walker, Proctor and Christian	Black	685-28-7554	1960-06-29	(Decimal('-19.7949635'), Decimal('-51.631526'))
2868	B+	Petroleum engineer	F	Samantha Davis	Flores Ltd	black	235-49-2676	30 Nov 1919	(Decimal('62.675169'), Decimal('-126.310586'))
2869	B-	Best boy	F	Sarah Hernandez	Parker, Griffith and Carlson	White	570-63-4855	12 Dec 2017	(Decimal('67.812765'), Decimal('-127.380005'))
2870	B-	Sports coach	F	Shannon Gibson	Santos PLC	White	523-95-2616	1961/08/10	(Decimal('89.434507'), Decimal('-104.322773'))
2871	A+	Physicist, medical	F	Amanda Esparza MD	Adkins-Durham	White	190-86-4450	25 Aug 1920	(Decimal('-63.223929'), Decimal('-120.962323'))
2872	AB-	Careers adviser	M	Jose Anderson	Maynard-Paul	White	785-10-0259	14 May 1937	(Decimal('-4.925176'), Decimal('-6.583105'))
2873	AB-	Analytical chemist	M	Philip Torres	Bennett Ltd	Black	142-66-6998	02 Feb 1930	(Decimal('-86.2163415'), Decimal('-76.067068'))
2874	B+	Engineer, energy	F	Debra Yang	Reese-Anderson	White	442-01-7760	11/23/1942, 00:00:00	(Decimal('-85.6359895'), Decimal('166.721255'))
2875	B+	Biochemist, clinical	F	Deborah Hahn	Miller PLC	Black	834-83-9400	09/02/1930, 00:00:00	(Decimal('-28.9832275'), Decimal('46.560538'))
2876	AB+	Soil scientist	M	Victor Ball	Carpenter, Barber and Mcdonald	White	667-83-6608	2019-04-02	(Decimal('18.3254035'), Decimal('99.597669'))
2877	O-	Engineer, land	F	Nancy Best	Gilmore PLC	Black	820-95-7244	02/03/1995, 00:00:00	(Decimal('63.4946065'), Decimal('-48.406015'))
2878	AB-	Geologist, engineering	M	Matthew Mccoy	Medina Group	Asian	280-12-7343	2006/10/31	(Decimal('-34.6478745'), Decimal('-132.416745'))
2879	B+	Communications engineer	M	Craig Foster	Stewart-Sherman	White	175-04-3680	2008/10/10	(Decimal('13.0132975'), Decimal('-121.876306'))
2880	O-	Hydrographic surveyor	M	William Spears	Villarreal, Wiggins and Alvarez	White	036-66-3261	02/26/2017, 00:00:00	(Decimal('61.641718'), Decimal('-159.184699'))
2881	O-	Animator	F	Erin Schmidt	Mcdaniel-Calderon	White	539-23-1668	1947/09/22	(Decimal('85.1822015'), Decimal('-20.427032'))
2882	O+	Hydrologist	F	Sandra Perez	White Ltd	White	664-30-1840	09/16/1937, 00:00:00	(Decimal('3.3336755'), Decimal('-96.174985'))
2883	O-	Records manager	F	Shannon Arellano	Hardy LLC	Black	079-17-5488	1963-05-16	(Decimal('17.418097'), Decimal('-32.977189'))
2884	B+	Research scientist (maths)	F	April Leon	Garrett-Wu	White	798-79-0529	1986-03-08	(Decimal('4.384054'), Decimal('58.723444'))
2885	B+	Designer, ceramics/pottery	M	Adam Smith	Copeland PLC	White	353-80-7470	30 May 1942	(Decimal('11.5653665'), Decimal('-54.114018'))
2886	AB+	Marketing executive	M	Dale Ford	Miller-Cummings	Black	865-37-8031	05 Oct 2010	(Decimal('-80.3894185'), Decimal('70.278435'))
2887	B-	Nurse, learning disability	F	Cindy Myers	Thomas, Lang and Gardner	Black	714-49-7473	31 Dec 1985	(Decimal('46.3715455'), Decimal('174.806090'))
2888	AB-	Software engineer	F	Susan Rodriguez	Reynolds Inc	Black	357-52-5821	05/09/2011, 00:00:00	(Decimal('-85.707299'), Decimal('16.169223'))
2889	O-	Operational researcher	F	Jill Jacobson	Hicks, Trujillo and Whitaker	White	032-23-8276	1978-05-10	(Decimal('-53.3653005'), Decimal('-108.254785'))
2890	A+	Associate Professor	F	Brandi Wright	Davis and Sons	White	803-12-6823	09 May 2005	(Decimal('-87.419508'), Decimal('8.800161'))
2891	A-	Presenter, broadcasting	M	Noah Mills	Edwards, Moore and Kim	White	039-85-4181	1992/11/02	(Decimal('8.4531025'), Decimal('33.763037'))
2892	B-	English as a second language teacher	M	Craig Lawrence	Cook-Johnson	White	742-40-9506	02 Oct 1947	(Decimal('11.1473525'), Decimal('-115.192957'))
2893	B-	Engineer, production	F	Stephanie Rivera	Pollard, Cole and Dougherty	Black	347-03-1985	09 Feb 1993	(Decimal('31.296599'), Decimal('-82.650082'))
2894	B+	Product designer	F	Sara Henderson	Roach, Bennett and Mcdaniel	White	121-51-5876	10/14/1962, 00:00:00	(Decimal('75.003803'), Decimal('8.939283'))
2895	B+	Chief Marketing Officer	F	Erika Vega	Rivera, Castro and Moody	Black	665-36-7522	1944/08/11	(Decimal('-34.2605685'), Decimal('-169.842019'))
2896	A+	Corporate investment banker	F	Sherri Simpson	Pennington-Jensen	White	517-65-6216	04/17/1978, 00:00:00	(Decimal('-82.576257'), Decimal('-29.052241'))
2897	A-	Electrical engineer	M	Kevin Frye	Wilson and Sons	Black	731-75-0618	30 May 2002	(Decimal('29.106930'), Decimal('116.873789'))
2898	AB-	Optician, dispensing	F	Natalie Duncan	Wilson, Waters and Lopez	Black	120-60-2431	28 Jul 1979	(Decimal('-75.243611'), Decimal('-43.460951'))
2899	O+	Commissioning editor	M	David Campbell	Hill LLC	White	311-48-9552	1999-11-01	(Decimal('43.259584'), Decimal('-89.858619'))
2900	O+	Merchandiser, retail	M	Matthew Richardson	Edwards Ltd	Indian	242-55-7427	1951-12-25	(Decimal('-57.9884165'), Decimal('106.312781'))
2901	B+	Water engineer	F	Abigail Garcia	Barnes PLC	White	628-21-0382	1983-09-01	(Decimal('78.3830345'), Decimal('61.963889'))
2902	B-	Software engineer	M	Tristan Stewart	Johnson, Lopez and Taylor	White	193-13-2524	05 Feb 1907	(Decimal('27.830763'), Decimal('-113.815661'))
2903	O-	Acupuncturist	F	Betty Murphy	Figueroa, Copeland and Marshall	White	834-95-1628	08 Sep 1998	(Decimal('21.7188075'), Decimal('49.590750'))
2904	O+	English as a foreign language teacher	M	Steven Ramirez Jr.	Young Inc	White	354-85-6355	29 Aug 1918	(Decimal('63.442595'), Decimal('130.300122'))
2905	O+	Electrical engineer	M	Dean Hernandez	Hill, Dougherty and Jackson	White	732-78-9707	1976/04/11	(Decimal('-13.6461255'), Decimal('-85.043269'))
2906	B+	Pilot, airline	M	Robert Porter	Ryan-Rogers	Indian	463-41-4350	08/23/1969, 00:00:00	(Decimal('-76.104586'), Decimal('166.785167'))
2907	A-	Further education lecturer	F	Susan Morgan	Ramsey, Mayo and Beck	Black	503-76-7534	03 Jun 2005	(Decimal('-60.463691'), Decimal('-158.415637'))
2908	A-	Health and safety adviser	M	Ronald Knight	Kaufman Group	Black	290-10-0678	10 May 1944	(Decimal('-43.032899'), Decimal('-160.049983'))
2909	A-	Games developer	M	Timothy Lyons	Vega-Scott	black	132-59-2756	1954-06-26	(Decimal('-75.828482'), Decimal('22.492936'))
2910	O-	Curator	M	Edward Everett	Roberson, Thomas and Martin	Indian	121-22-4297	1958-08-05	(Decimal('-52.2650925'), Decimal('41.070968'))
2911	O-	Horticultural consultant	M	Charles Baker	Guerrero-Butler	White	250-92-1354	1982-02-15	(Decimal('60.101291'), Decimal('-19.984371'))
2912	AB+	Aeronautical engineer	F	Christina Salas	Fields and Sons	White	596-81-9578	08 Mar 1964	(Decimal('-74.3571255'), Decimal('-154.672523'))
2913	O-	Marine scientist	M	Daniel Hawkins	Moore-Smith	Black	818-70-4609	2005-06-26	(Decimal('-68.861605'), Decimal('-54.099426'))
2914	A+	Child psychotherapist	M	Patrick Hurley	Thornton, Ryan and Roberts	Asian	538-31-1889	1959/06/30	(Decimal('86.431228'), Decimal('136.257831'))
2915	B+	Social worker	M	Jason Steele	Berg Group	White	357-66-5109	1958-11-30	(Decimal('33.603852'), Decimal('60.491095'))
2916	O-	Accountant, chartered public finance	M	Stephen Williams	Meza, Nelson and Cardenas	Black	841-49-6131	1975-06-24	(Decimal('-68.0281815'), Decimal('-168.600373'))
2917	B-	Animal nutritionist	F	Robin James	Hampton PLC	White	470-82-7574	04/08/1952, 00:00:00	(Decimal('24.0330305'), Decimal('-112.954400'))
2918	AB-	Special educational needs teacher	M	Jacob Branch	Campbell, Pierce and Johnson	White	773-85-6531	07 Apr 2018	(Decimal('-80.800776'), Decimal('176.950562'))
2919	B-	Fish farm manager	F	Amber Jones	Medina-Smith	Asian	516-20-2257	03 Aug 1997	(Decimal('0.065237'), Decimal('-25.534246'))
2920	A-	Higher education careers adviser	M	Ricky Stein	Wallace, Griffin and Friedman	White	431-87-2016	2008-12-30	(Decimal('-66.930183'), Decimal('95.605181'))
2921	AB+	Proofreader	F	Sarah Gomez	Hill, Rowe and Kelley	Black	054-23-9637	08/15/1960, 00:00:00	(Decimal('2.6672235'), Decimal('131.935589'))
2922	O-	Radiographer, therapeutic	M	James Johnson	Mccoy-Young	Black	701-19-9357	1929/08/19	(Decimal('-32.5770315'), Decimal('-123.486399'))
2923	O-	Teacher, adult education	M	David Downs	Escobar-Lopez	Asian	037-36-7996	03 Nov 2009	(Decimal('-26.834618'), Decimal('45.052239'))
2924	B-	Architectural technologist	M	Thomas Reed	Beasley, Thomas and Hammond	White	525-05-4533	1977/08/02	(Decimal('39.4277735'), Decimal('52.646304'))
2925	O-	Financial manager	F	Kelly Schwartz	Jones LLC	Black	119-88-4981	28 Jul 1952	(Decimal('-67.2187855'), Decimal('-161.716228'))
2926	A+	Engineer, petroleum	M	Joshua Little	Mckenzie LLC	Black	046-32-7656	1958-03-26	(Decimal('4.160930'), Decimal('116.761215'))
2927	B+	Insurance risk surveyor	F	Lisa Adams	Warner, Bell and Mitchell	Black	204-24-6741	1944/08/30	(Decimal('49.416974'), Decimal('-85.274929'))
2928	AB+	Pensions consultant	M	Eric Wang	Eaton-Oliver	White	898-19-2631	21 Apr 1983	(Decimal('-80.504004'), Decimal('-85.181506'))
2929	B+	Presenter, broadcasting	F	Amber Clark	Hunter Group	White	649-04-3617	2011/11/08	(Decimal('55.803427'), Decimal('-24.740715'))
2930	B-	Sports development officer	M	David Harris	Robinson-Cortez	White	632-17-1020	1974/10/01	(Decimal('18.389468'), Decimal('0.254439'))
2931	A+	Sports administrator	F	Michele Lowe	Richardson-Miller	Indian	442-44-9425	10 Dec 1981	(Decimal('28.4578715'), Decimal('23.087014'))
2932	AB-	Publishing copy	F	Maria Baker	Serrano-Gardner	Black	359-30-9403	14 Apr 1972	(Decimal('-17.521946'), Decimal('-107.105889'))
2933	A-	Tax adviser	M	Chris Bird	Campbell-Davis	Black	424-12-2714	04 Jul 2001	(Decimal('-27.6437925'), Decimal('-153.101911'))
2934	O-	Clinical molecular geneticist	F	Nancy Frazier	Scott, Griffin and Medina	White	127-35-0065	1991-08-22	(Decimal('-20.9156375'), Decimal('99.292425'))
2935	B-	Radio broadcast assistant	F	Amber Oconnor	Robinson Ltd	black	304-08-7266	03 Sep 1918	(Decimal('-15.2516905'), Decimal('-113.909850'))
2936	O+	Interpreter	M	Duane Williamson	Olson-Gordon	White	525-77-1506	1968-06-24	(Decimal('-37.7956725'), Decimal('94.886289'))
2937	B-	Photographer	F	Kristine Wilson	Spears, Santiago and Malone	White	746-38-6531	1987/01/04	(Decimal('1.1596085'), Decimal('-115.680115'))
2938	O-	Aid worker	F	Mary Perez	Ward-Trevino	Black	264-25-3405	16 May 1938	(Decimal('-55.676247'), Decimal('113.164850'))
